id,title,company,location,salary_min,salary_max,description,year,apply_url
CADHAOC-26-12847251-KP,Supervisory Wildland Firefighter (Engine Captain),Bureau of Land Management,"Alturas, California",66948,87038,"Explore a new career with the BLM - where our people are our most precious resource. We expect to fill (4) four vacancies at this time in the following locations: (2) Two vacancies: Alturas, CA Cedarville, CA Doyle, CA Susanville, CA (1) One vacancy: Topaz, CA (1) One vacancy: Lee Vining, CA This is a Direct-Hire advertisement. Veterans preference is not applicable. Learn more at: https://www.opm.gov/policy-data-oversight/hiring-information/direct-hire-authority/#url=Fact-Sheet",2025,https://www.usajobs.gov:443/job/852006400
EXRD-OCIO-26-12840098,Chief Information Officer,Patent and Trademark Office,"Alexandria, Virginia",208364,225700,"All applicants will be assessed for executive competency against the five mandatory Executive Core Qualifications (ECQs). If your two-page resume does not reflect demonstrated evidence of the ECQs and PTQs, you will not receive further consideration for the position. Applicants are strongly encouraged to review current information regarding ECQ. For more information regarding the SES and ECQs, please visit the Executive Core Qualifications page.",2025,https://www.usajobs.gov:443/job/851191600
CBSZ-12839483-26-SC,Nuclear Medicine Technologist,Veterans Health Administration,"Philadelphia, Pennsylvania",102400,133113,"Serves as a Nuclear Medicine Technologist for the Nuclear Medicine Service and is responsible for independently performing a full range of routine, non-routine, research and new radionuclide studies, to include PET/CT. Independently performs a full range of routine radionuclide imaging studies of various organ systems by planar, tomographic (SPECT) and PET/CT techniques. Evaluates images and computer generated data and performs additional views as required.",2025,https://www.usajobs.gov:443/job/850803800
VA-12837911 -AF-26-071,Supervisory Quality Assurance Specialist (Title 32) (Permanent),Air National Guard Units,"Langley AFB, Virginia",89939,116925,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a Supervisory Quality Assurance Specialist (Title 32) (Permanent), Position Description Number D1819000 and is part of the VA 192 MAI GP, National Guard.",2025,https://www.usajobs.gov:443/job/851062700
26-12847634-NE-DLG-EHA,MECHANICAL ENGINEER,U.S. Coast Guard,"Glen Burnie, Maryland",101401,131826,"This vacancy is for a GS-0830-12, MECHANICAL ENGINEER located in the Department of Homeland Security, U.S. Coast Guard, SFLC ESD MAIN PROPULSION SYS SEC -SFLC-ESD-NAME-MAIN PROP in BALTIMORE, Maryland.",2025,https://www.usajobs.gov:443/job/851960200
CBSU-12844279-26-TL,Program Specialist (CRH),Veterans Health Administration,"Salt Lake City, Utah",61111,96116,"The CRH Program Specialist works in an administrative capacity and provides primary support for the Chiefs and employees aligned with the assigned Services. They require significant organizational and planning abilities as well as specialized knowledge related to the management of multiple programs. They develop a thorough, comprehensive knowledge that enables the Program Manager to identify problems, analyze data, and recommend resolutions based on circumstances, resources and personnel.",2025,https://www.usajobs.gov:443/job/852058200
MCGL-26-12842343-DHA,IT SPECIALIST (NETWORK),U.S. Army Joint Munitions Command,"Tooele Army Depot, Utah",74532,96887,"Joint Munitions Command, Tooele Army Depot, Directorate, Tooele, UT. About the Position: This position involves duties related to the application, integration, design, modification, upgrading, installation and maintenance of network equipment, data communications and circuits in support of Tooele Army Depot.",2025,https://www.usajobs.gov:443/job/851303000
RES-KR-12842240-26-MP,Supervisory Program Specialist (Audit Liaison),U.S. Secret Service,"Washington, District of Columbia",142488,185234,"Joining the Secret Service, Office of Professional Responsibility, will allow you to facilitate the audit, collection and transmission of documents, data, and other audit related information for external audit actions. For definitions of terms found in this announcement, please click here.",2025,https://www.usajobs.gov:443/job/852172500
JAX-26-12846899,Child and Youth Program Operations Clerk,"Commander, Navy Installations","Naval Air Station Jacksonville, Florida",20.85,23.61,"Navy Child and Youth Programs (CYP) offers early care and youth services in center-based (birth to five), facility-based (age 5-12), and recreational environments (teen; youth sports and fitness). CYP Operations Clerk are front line representatives and administrative liaisons. They manage the CYP waitlist, coordinate enrollment, oversee recordkeeping, and collect parent fees in addition to a variety of data processing systems. Learn more about us at https://www.navycyp.org.",2025,https://www.usajobs.gov:443/job/851833100
OH-12825733-AF-25-309-C,MANAGEMENT ANALYST,Air National Guard Units,"Toledo, Ohio",74230,96495,"This National Guard position is for a MANAGEMENT ANALYST, Position Description Number D2505000 and is part of the OH 180 Fighter Wing, Ohio Air National Guard. The primary purpose of this position is to provide information and analyses to all levels of management using the assessments to answer the why, how, when and where questions.",2025,https://www.usajobs.gov:443/job/850192800
NV-12809464-AF-25-083,INVESTIGATIONS AND INQUIRIES SPECIALIST,Army National Guard Units,"Carson City, Nevada",81960,106543,"This position is for a INVESTIGATIONS AND INQUIRIES SPECIALIST, PD# D1165P01, part of the Nevada Air National Guard. This position is located in the Joint Force Headquarters-State (JFHQ-ST), Adjutant General's Personal Staff, Office of the Inspector General. This position will function as a journeyman level Inspector General (IG) with a focus on investigator duties and responsibilities.",2025,https://www.usajobs.gov:443/job/850735100
CBTG-12846913-26-ML,Registered Nurse SARRTP-Mental Health,Veterans Health Administration,"Memphis, Tennessee",70400,128155,"The Residential Program Nurse provides care and counseling of persons or in the promotion and maintenance of health and prevention of illness and injury based upon the nursing process which includes systematic data gathering, assessment, appropriate nursing judgment, and evaluation of human responses to actual or potential health problems through such services as case finding, health teaching, health counseling; provision of care supportive to or restorative of life and well-being.",2025,https://www.usajobs.gov:443/job/851872500
IA-12845948-AF-26-040,AERIAL REFUELING TECHNICIAN (INSTRUCTOR),Air National Guard Units,"Sioux City, Iowa",67297,87482,"IOWA AIR NATIONAL GUARD - TITLE 32 EXCEPTED SERVICE POSITION This position is open to current military members of the 185th ARW, Sioux City, Iowa Air National Guard LOCATION: 185th ARW, Sioux City, Iowa",2025,https://www.usajobs.gov:443/job/851722600
12847229-OSI-ST-25,Security Specialist,Citizenship and Immigration Services,"Harrisonburg, Virginia",88621,115213,"Protect your homeland and defend your culture. Join USCIS, America's frontline defense against illegal foreign infiltration and fraud. As an Security Specialist (Watch Officer), you will coordinate operations and procedures in areas such as incident management, executive communications, management of security programs, and analyzing, compiling, producing, and disseminating Command Center data, information, and report.",2025,https://www.usajobs.gov:443/job/851924200
CBTF-12842537-26-HW-Foxtrot,Registered Nurse - Assistant Nurse Manager - PCU/MICU,Veterans Health Administration,"Washington, District of Columbia",99412,165742,"The Registered Nurse - Assistant Nurse Manager Medical Intensive Care Unit/Progressive Care Unit provides proficient care and counseling in the promotion and maintenance of health and prevention of illness and injury based upon the nursing process which includes systematic data gathering, assessment, appropriate nursing judgment, and evaluation of human responses to actual or potential health problems .",2025,https://www.usajobs.gov:443/job/851427200
ML-12840265-26,FINANCIAL SPECIALIST,Defense Finance and Accounting Service,"Indianapolis, Indiana",125690,169039,"This job announcement uses the USA Hire Assessment to evaluate applicants. For more information, visit USA Hire Assessment. The General Schedule (GS) basic pay schedule may vary by geographic locality. To view pay rates in a specific location visit the Office of Personnel Management pay tables at https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/",2025,https://www.usajobs.gov:443/job/851570600
ML-12845445-26,FINANCIAL MANAGEMENT ANALYST,Defense Finance and Accounting Service,"Indianapolis, Indiana",105383,142957,"This job announcement uses the USA Hire Assessment to evaluate applicants. For more information, visit USA Hire Assessment. The General Schedule (GS) basic pay schedule may vary by geographic locality. To view pay rates in a specific location visit the Office of Personnel Management pay tables at https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/",2025,https://www.usajobs.gov:443/job/851586600
ML-12843343-26,FINANCIAL MANAGEMENT ANALYST,Defense Finance and Accounting Service,"Indianapolis, Indiana",89447,116286,"This job announcement uses the USA Hire Assessment to evaluate applicants. For more information, visit USA Hire Assessment. ?The General Schedule (GS) basic pay schedule may vary by geographic locality. To view pay rates in a specific location visit the Office of Personnel Management pay tables at https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/",2025,https://www.usajobs.gov:443/job/851756700
ML-12844489-26,MANAGEMENT AND PROGRAM ANALYST,Defense Finance and Accounting Service,"Indianapolis, Indiana",88621,120301,"This job announcement uses the USA Hire Assessment to evaluate applicants. For more information, visit USA Hire Assessment. The General Schedule (GS) basic pay schedule may vary by geographic locality. To view pay rates in a specific location visit the Office of Personnel Management pay tables at https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/",2025,https://www.usajobs.gov:443/job/852236800
CEDD-26-12816658-DHA-HPS,REALTY SPECIALIST,U.S. Army Corps of Engineers,"Sacramento, California",67741,106543,"About the Position: You will perform realty specialist tasks and transactions such as acquisition by lease including long-term leases, or leases that deviate from standard; acquisition of property interests up to fee simple; independently conduct compliance inspections and inventory activities; dispose and transfer property out of federal or agency ownership; and prepare documents, records research, and data management to support those activities.",2025,https://www.usajobs.gov:443/job/848240200
CBSS-12844750-26-MC,Pharmacy Technician,Veterans Health Administration,"Jefferson Barracks, Missouri",44032,80133,"The VA St. Louis Health Care System is seeking a Pharmacy Technician for the outpatient setting. The pharmacy technician is responsible for receiving, filling, and distributing outpatient prescriptions, participation in inventory control, and collections of data for statistical purposes. NOTE: The 2-page Resume requirement does not apply to this occupational series. For more information, refer to Required Documents below.",2025,https://www.usajobs.gov:443/job/851627700
CBSS-12844751-26-MC,Pharmacy Technician,Veterans Health Administration,"Jefferson Barracks, Missouri",61643,80133,"The VA St. Louis Health Care System is seeking a Pharmacy Technician for the outpatient setting. The pharmacy technician is responsible for receiving, filling, and distributing outpatient prescriptions, participation in inventory control, and collections of data for statistical purposes. NOTE: The 2-page Resume requirement does not apply to this occupational series. For more information, refer to Required Documents below.",2025,https://www.usajobs.gov:443/job/851635200
26-ELS-12843781-MP,Human Resources Specialist,Office of Personnel Management,"Washington, District of Columbia",75706,117034,"As a Human Resources Specialist at the GS-0201-12/13, you will be part of Human Resources Solutions (HRS), Office of Personnel Management. As an Account Manager, you will work with Federal agencies to implement and manage HRS products, including a Core HCM system, ensuring alignment with workforce goals, enhancing HR efficiency, and supporting data-driven capabilities for employees and agencies.",2025,https://www.usajobs.gov:443/job/851704400
TS-26-1287778-LP-DE,Seasonal - Biological Science Technician (Fish),U.S. Fish and Wildlife Service,"Anchorage, Alaska",24.36,31.66,"These positions are Biological Science Technician (Fish), GS- 0404-6. In addition to the yearly salary, this position is entitled to a cost-of-living allowance (COLA). This allowance is subject to annual review, adjustment, and rate decrease. Anchorage, AK and Fairbanks, AK 1.49% COLA Soldotna, AK 3.00% COLA",2025,https://www.usajobs.gov:443/job/851734900
CBSV-12843426-26-RL,Nurse (Purchased Geriatrics and Extended Care),Veterans Health Administration,"Vancouver, Washington",95284,160200,"The Purchased Geriatrics & Extended Care Registered Nurse provides care and counseling of persons and supports the promotion and maintenance of health and prevention of illness and injury based upon the nursing process. This process includes systematic data gathering, assessment, appropriate nursing judgment, and evaluation of human responses to actual or potential health problems through such services as case finding; health teaching; and health counseling.",2025,https://www.usajobs.gov:443/job/851373300
IHS-26-HQ-12821153-ESEP/MP,Pharmacy Technician,Indian Health Service,"Chinle, Arizona",43894,64061,"At the Indian Health Service, Pharmacy Technicians do more than support the Pharmacy Department - they change lives. Guided by our mission to raise the health of American Indian and Alaska Native people, you'll deliver compassionate care where it's needed most. USAJOBS Help Center - Update your resume now so it meets new resume requirements",2025,https://www.usajobs.gov:443/job/848874000
HQKF-26-12842043-SES,Assistant Director Healthcare Administration,Defense Health Agency,"Falls Church, Virginia",184363,225700,"About the Position: You will serve as the Assistant Director, Healthcare Administration located in the Defense Health Agency (DHA) in the Office of the Assistant Secretary of War for Health Affairs (OASW(HA)), Office of the Under Secretary of War for Personnel and Readiness (OUSW(P&R)). This is a Tier 3 level position and reports directly to the Director, Defense Health Agency.",2025,https://www.usajobs.gov:443/job/851832500
CBSY-12837365-26-JH,Licensed Practical Nurse - Lab,Veterans Health Administration,"Shakopee, Minnesota",52138,87033,"This Licensed Practical Nurse - Lab position is located within the Minneapolis VA Health Care System (MVAHCS) at the Shakopee VA Clinic. The LPN provides care and counseling of persons and promotes maintenance of healthy living in the prevention of illness, injury, and chronic disease by using the nursing process including systematic data collecting, patient monitoring, nursing judgement, and evaluation of human response to actual or potential health problems.",2025,https://www.usajobs.gov:443/job/850366200
26-12844772-WE-CE-DHA,General Engineer,U.S. Coast Guard,"Juneau, Alaska",100204,130271,"This vacancy is for a GS-0801-12, General Engineer located in the Department of Homeland Security, U.S. Coast Guard, SILC-CEU JUNEAU REGIONAL EXECUTION BRANCH in JUNEAU, Alaska.",2025,https://www.usajobs.gov:443/job/851968700
WA-12839157-AF-26-0033,MANAGEMENT SUPPORT SPECIALIST,Air National Guard Units,"McChord AFB, Washington",68686,89290,"This is a Washington National Guard Title 5 Excepted Service Technician position: MANAGEMENT SUPPORT SPECIALIST Location: 225th Air Defense Group Joint Base Lewis-McChord, Washington 98438 Air National Guard Units Appointment Type: Permanent, excepted service Advertised as: Title 5 Announcement may be used to fill one or more vacancies. Your resume must contain your own words. Resumes that are verbatim, from this announcement, will not be considered.",2025,https://www.usajobs.gov:443/job/852017500
CAZM-12813577-26-TF,Diagnostic Radiologic Technologist (Computerized Tomography) - Recruitment/Relocation Incentive,Veterans Health Administration,"Dallas, Texas",79164,102910,"The Primary Purpose of the Position is: To provide Computerized Tomography radiography imaging for procedures in the CT Radiology department. While working in each area of Radiology Service, the employee will participate in all aspects of the mission of the medical center, including clinical service, education, and research, as needed. The employee will also assist the management team with the collection of statistical data needed to monitor and improve the clinical service.",2025,https://www.usajobs.gov:443/job/848015700
CBTC-12827708-26-JT,Registered Nurse-Outpatient Mental Health,Veterans Health Administration,"Lakeland, Florida",77957,149514,"The registered nurse BHIP provides care and counseling of persons or in the promotion and maintenance of health and prevention of illness and injury based upon the nursing process which includes systematic data gathering, assessment, appropriate nursing judgment and evaluation of human responses. The Selectee functions as part of interdisciplinary treatment teams providing care for outpatient mental health patients. Assignment can also be made to a specialty service team within mental health.",2025,https://www.usajobs.gov:443/job/852259600
MRL2025-SL10058,Technical Advisor Avionics Development Integration and Digital Transformation,Department of the Air Force - Agency Wide,"Wright-Patterson AFB, Ohio",161128,207500,"Click on ""Learn more about this agency"" button below to view Eligibilities being considered and other IMPORTANT information. The primary purpose of this position is to serve as the most senior Air Force technical advisor and expert national/international authority in avionics technology and open system (OS) architecture with responsibility for providing advice and guidance to the highest Air Force and government officials.",2025,https://www.usajobs.gov:443/job/851408300
AZ-12832727-26-SW-26-042T,PRODUCTION CONTROLLER (SCHEDULING) T32,Air National Guard Units,"Phoenix, Arizona",63925,83101,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a PRODUCTION CONTROLLER (SCHEDULING) T32, PDD2510000 and is part of the AZ 161st Air Refueling Wing, National Guard.",2025,https://www.usajobs.gov:443/job/851778800
SPP- Register 2026,Selective Placement Program (Noncompetitive Appointments for Applicants with Disabilities),Library of Congress,"Washington, District of Columbia",29949,195200,The Library of Congress is accepting applications from people who wish to be considered for employment at the Library under its Selective Placement Program (SPP). It is the policy of the Library to recruit and hire qualified applicants with targeted disabilities by assisting these individuals in obtaining employment consistent with their level of skills and abilities and their capacity for safe and efficient job performance.,2025,https://www.usajobs.gov:443/job/850999700
IHSC-LCD-LFTX-O6-S-2026,Local Chief Dentist (O-6 Billet) Supervisory,Immigration and Customs Enforcement,"Los Fresnos, Texas",1,150000,"The Local Chief Dentist, Advanced Clinic oversees dental program management, staff supervision, and patient care at DHS ICE facilities. Responsibilities include supervising dental staff, ensuring access to care, managing clinic operations, maintaining safety protocols, and supporting accreditation reviews. Requires DDS/DMD, unrestricted license, 6+ years clinical, and 2+ years supervisory experience. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.",2025,https://www.usajobs.gov:443/job/848565500
GA-12843843-AF-26-028,ITSPEC (NETWORK) - TITLE 32,Air National Guard Units,"Brunswick, Georgia",73939,96116,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This position is for an IT Specialist (Network Services), Position Description Number D1822000 located in the 224th JCSS at Brunswick, GA. This is a full-time, Temporary Indefinite, dual status position not to exceed 4 years which requires Georgia Air National Guard Membership. Area of Consideration: Open to current members of the Air National Guard, Air Force Reserve or Air Force Active Duty.",2025,https://www.usajobs.gov:443/job/851344800
26-12848099-NE-DLG-EHA,Mechanical Engineer,U.S. Coast Guard,"Glen Burnie, Maryland",120579,156755,"This vacancy is for a GS-0830-13, Mechanical Engineer located in the Department of Homeland Security, U.S. Coast Guard, SFLC ESD MAIN PROPULSION SYS SEC -SFLC-ESD-NAME-MAIN PROP in BALTIMORE, Maryland.",2025,https://www.usajobs.gov:443/job/851985100
AZ-12832800-26-NW-26-043T,LOGISTICS MANAGEMENT SPECIALIST T32,Air National Guard Units,"Phoenix, Arizona",92702,120518,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a LOGISTICS MANAGEMENT SPECIALIST T32, PDD1414P03 and is part of the AZ 161st Air Refueling Wing, National Guard.",2025,https://www.usajobs.gov:443/job/850125400
DE-12832125-26-MTM,INTERDISCIPLINARY ENGINEER/SCIENTIST,Naval Air Systems Command,"Patuxent River, Maryland",101401,156755,"This is a public notice flyer to notify interested applicants of anticipated vacancies through the STRL Mission Support Direct Hire Authority. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",2025,https://www.usajobs.gov:443/job/849884300
OCE-2025-403,Program Specialist,Architect of the Capitol,"Washington, District of Columbia",69923,90898,"This position is located in the Architect of the Capitol (AOC), Office of the Chief Engineer (OCE). The selectee performs a mixture of administrative and support functions across various programs and processes.",2025,https://www.usajobs.gov:443/job/851209900
DE-12842426-26-TEG,INTERDISCIPLINARY ENGINEER/SCIENTIST,Naval Air Systems Command,"Patuxent River, Maryland",101401,156755,"This is a RE-ADVERTISEMENT of Announcement Number:12837895. Applicants that have previously applied NEED to re-apply to this announcement This is a public notice flyer to notify interested applicants of anticipated vacancies through the STRL Mission Support Direct Hire Authority. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered.",2025,https://www.usajobs.gov:443/job/851106600
USTC-26-12840122-DH,OPERATIONS RESEARCH ANALYST,"Air Force Elements, U.S. Transportation Command","Scott AFB, Illinois",90870,118136,"This position is part of the Air Force Elements, U.S. Transportation Command, Transportation Command.",2025,https://www.usajobs.gov:443/job/851253200
ST-12839780-26-BV,COMMUNICATIONS DIRECTOR,Secretary of the Navy Offices (SECNAV),"Iraq, Iraq",73939,171267,"The following Department of Defense Expeditionary Civilian (DoD-EC) Workforce position is available: COMMUNICATIONS DIRECTOR. Volunteering to deploy gives civilians an extraordinary opportunity to use their capabilities, experience, and knowledge while directly supporting operations of national interest. This position is within the CENTCOM region.",2025,https://www.usajobs.gov:443/job/852192300
MRL2026-07173,SFPEO Battle Management Command Control Communication and Space Intelligence,Department of the Air Force - Agency Wide,"El Segundo, California",187845,207500,"SSC develops and sustains resilient space capabilities to enhance joint lethality and protect the nation. The SFPEO BMC3I, reporting to the SAE and engaging with CSO & NRO, leads ACAT I-III programs (>$4.4B) to command and control space systems, enabling an architecture aligned with the National Defense Strategy.",2025,https://www.usajobs.gov:443/job/851919400
20250625-13232-048480VP-DHA,Computer Engineer (CYBER),U.S. Coast Guard,"Alexandria, Virginia",120579,156755,"This vacancy is for a GS-0854-13, Computer Engineer (CYBER) located in the Department of Homeland Security, U.S. Coast Guard, C5ISC TRANSPORT SERVICES BRANCH in ALEXANDRIA, Virginia.",2025,https://www.usajobs.gov:443/job/851765800
DE-12840688-26-CAF,OPERATIONS RESEARCH ANALYST,Immediate Office of the Chief of Naval Operations,"Naval Base, Norfolk, Virginia",106950,139036,"This is a public notice flyer to notify interested applicants of anticipated vacancies through the Certain Competitive Service / Modified Direct Hire Authority. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",2025,https://www.usajobs.gov:443/job/850874100
OSCC-2026-017,Industrial Hygienist,Architect of the Capitol,"Washington, District of Columbia",120579,156755,"This position is located in the Architect of the Capitol (AOC), Office of Safety and Code Compliance (OSCC), Safety Division. OSCC establishes policy and conducts oversight to ensure compliance with safety, fire and environmental laws and regulations. The incumbent of this position is designated as ""Emergency/Essential"" The selectee shall be certified by the American Board of Industrial Hygiene or able to sit for the exam within a year.",2025,https://www.usajobs.gov:443/job/851609800
OK-12813923-AF-25-122,ELECTRONIC INTEGRATED SYSTEMS MECHANIC (Title 32),Air National Guard Units,"Tulsa, Oklahoma",34.33,40.09,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a ELECTRONIC INTEGRATED SYSTEMS MECHANIC (Title 32), Position Description Number D2325000 and is part of the OK 138th Fighter Wing, Oklahoma Air National Guard.",2025,https://www.usajobs.gov:443/job/849554400
DE-12845069-26-MCJ,DIRECTOR FOR SUBMARINE/SUBMERSIBLE DESIGN AND SYSTEMS ENGINEERING,Naval Sea Systems Command,"Washington Navy Yard, District of Columbia",197152,225700,You will serve as the Director for Submarine/Submersible Design and Systems Engineering in the Naval Systems Engineering Directorate of the Naval Sea Systems Command (NAVSEA). The Secretary of Defense has ordered a department-wide hiring freeze subject to certain limited exceptions. This position is subject to the DoD hiring freeze. Offers of employment related to this vacancy announcement will not be executed until the position has an approved exemption.,2025,https://www.usajobs.gov:443/job/851738600
FLETC-CIO-26-12842313,Information Technology Specialist (Applications Software),Federal Law Enforcement Training Centers,"Glynco, Georgia",73939,115213,"""The Federal Law Enforcement Training Centers (FLETC), through strategic partnerships, prepares the federal law enforcement community to safeguard America's people, property, and institutions."" We are a unique inter-agency organization preparing the next generation of law enforcement officers to meet our Nation's most pressing security challenges."" Click here to learn more. An incentive may be authorized.",2025,https://www.usajobs.gov:443/job/852105200
ST-12842700-26-ZLR,ADMINISTRATIVE/TECHNICAL SPEC,Naval Sea Systems Command,"Naval Surface Warfare Center, Maryland",120579,185234,You will serve as a Customer Advocate (CA) Analyst in the Office of Customer Advocacy (0CA) of CARDEROCK DIV NS. This position is part of the Warfare Centers Personnel Demonstration Project. The NT-5 pay band encompasses positions equivalent to GS-13 and GS-14.,2025,https://www.usajobs.gov:443/job/851164300
26-12841472-SE-BK-ST,BUDGET ANALYST,U.S. Coast Guard,"New Orleans, Louisiana",88621,115213,"This vacancy is for a GS-0560-12, BUDGET ANALYST located in the Department of Homeland Security, U.S. Coast Guard, BASE NEW ORLEANS COMPTROLLER and BASE OPERATIONS DEPARTMENT -B in NEW ORLEANS, Louisiana.",2025,https://www.usajobs.gov:443/job/851694100
USTC-26-12846954-MP,SUPERVISORY JOINT SECRETARIAT,"Air Force Elements, U.S. Transportation Command","Scott AFB, Illinois",127690,165997,"This position is part of the Air Force Elements, U.S. Transportation Command. The incumbent will be responsible for serving as the Chief, Joint Secretariat and the United States Transportation Command's (USTRANSCOM) Chief Knowledge Management Officer (KMO) and Senior Information Management Officer (IMO).",2025,https://www.usajobs.gov:443/job/852133400
4N-AFPC-12846964-043451-FAL,PRODUCTION CONTROLLER (AIRCRAFT),Air Mobility Command,"McGuire AFB, New Jersey",72017,93620,The primary purpose of this position is: to develop and implement aircraft maintenance work plans and schedules to ensure the effective and efficient accomplishment of required maintenance and coordination in support of unit operational flight scheduling.,2025,https://www.usajobs.gov:443/job/851836800
1249546,Systems Engineer - Mid to Experienced Level (Maryland),National Security Agency/Central Security Service,"Fort Meade, Maryland",104219,190848,"As a System Engineer, you will apply your expertise to develop and improve systems and tools that enable intelligence operations, upholding rigorous engineering and scientific standards. With opportunities spanning cybersecurity, engineering, computer science, and more, you will utilize your skills to drive innovation and make a meaningful impact in protecting the nation.",2025,https://www.usajobs.gov:443/job/851200900
9P-AFPC-12847833-031373-KKO,PROGRAM ANALYST,Air Education and Training Command,"Randolph AFB, Texas",62009,80610,"Click on ""Learn more about this agency"" button below to view Eligibilities being considered and other IMPORTANT information. The primary purpose of this position is: To manage all aspects of program analysis by tracking, analyzing, and presenting information to senior leadership to develop critical operational decisions for assessing the health of the unit's weapon systems and equipment to enhance performance and capability.",2025,https://www.usajobs.gov:443/job/852041300
STIMP-12848248-NW-26-054T,HUMAN RESOURCES SPECIALIST (MILITARY) T32,Air National Guard Units,"Phoenix, Arizona",63925,83101,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a HUMAN RESOURCES SPECIALIST (MILITARY) T32, Position Description Number PDD1622000 and is part of the AZ 161st Air Refueling Wing, National Guard.",2025,https://www.usajobs.gov:443/job/852016300
ST-12846171-26-MAP,SUPERVISORY PROGRAM ANALYST,U.S. Pacific Fleet,"Bangor, Washington",99606,129494,"You will serve as a SUPERVISORY PROGRAM ANALYST in the REPAIR DEPARTMENT of TRIDENT REFIT FACILITY, BANGOR. The President has ordered a government-wide hiring freeze subject to certain limited exceptions. This position is subject to the hiring freeze. Although we are moving forward with the consideration of candidates, we will not make a selection for this vacancy announcement unless and until the position is no longer subject to the hiring freeze.",2025,https://www.usajobs.gov:443/job/852126600
ST-12846693-26-AMC,MANAGEMENT ANALYST,U.S. Pacific Fleet,"Pearl Harbor Naval Base, Oahu, Hawaii",63800,100344,You will serve as a MANAGEMENT ANALYST in the ENGINEERING AND PLANNING DEPARTMENT of PEARL HARBOR NSY AND IMF. The Secretary of Defense has ordered a department-wide hiring freeze subject to certain limited exceptions. This position is subject to the DoD hiring freeze. Offers of employment related to this vacancy announcement will not be executed until the position has an approved exemption.,2025,https://www.usajobs.gov:443/job/851814800
AF-26-033-12848114,FINANCIAL MANAGEMENT ANALYST (Title 32),Air National Guard Units,"Little Rock AFB, Arkansas",61111,96116,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a FINANCIAL MANAGEMENT ANALYST (Title 32), Position Description Number D2513P01 and is part of the AR ANG 189 ALF WG, National Guard. NATIONAL GUARD MEMBERSHIP IS REQURED- If you are not currently a member of any military service (Brach/Status), please provide a letter stating intent to join. This position is eligible to start at Step 5 with superior qualifications.",2025,https://www.usajobs.gov:443/job/852116300
MO-12827011-AF-25-097,IT SPECIALIST (NETWORK) (TITLE 32),Air National Guard Units,"Jefferson Barracks, Missouri",75815,98554,"This is a National Guard Title 32 Excepted Service Position. This position is a Temporary GS-2210-11 IT SPECIALIST (NETWORK) (TITLE 32), Position Description Number D1560P01and is part of the MO 131st Bomb Wing. This is a non-bargaining position. SEE NOTES UNDER CONDITIONS OF EMPLOYMENT BELOW.",2025,https://www.usajobs.gov:443/job/849162500
FFR25-1076,LIBRARY TECHNICIAN,"Commander, Navy Installations","Yokosuka Naval Base, Japan",40692,78500,"This position is assigned to Non-appropriated Fund (NAF) Navy General Library Programs; Morale, Welfare, and Recreation (MWR); Fleet Readiness (N92); Fleet and Family Readiness (FFR) (N9); Commander, Navy Installations Command (CNIC); Commander Fleet Activities Yokosuka, Japan. The purpose of this position is to provide programming delivery, technical, and administrative support in Navy MWR main libraries, branch libraries, and resource centers.",2025,https://www.usajobs.gov:443/job/851398800
5I-DCIPS-12844543-003706-JR,INTELLIGENCE SPECIALIST,Department of the Air Force - Agency Wide,"MacDill AFB, Florida",105383,137000,"The primary purpose of this position: The position is an Intelligence Analyst for the Office of Regional Surveys and Studies (ORSS). The ORSS develops feasibility assessments, operational concepts of operations (CONOP), and advises on intelligence and counterintelligence technologies to meet the immediate needs of the Commander, U.S. Special Operations Command (USSOCOM), the Department of Defense (DoD), and other government agencies. **Salary ranges include local market supplements**",2025,https://www.usajobs.gov:443/job/851444500
