skill_id,skill_name,category,difficulty_level,popularity_score,required_frequency,certification,avg_salary_effect,created_at,updated_at
968,AWS,Visualization,Medium,25,18,enough Certificate,155,1/3/2024,11/30/2025
969,PowerBI,Cloud,Easy,87,252,power Certificate,44,10/29/2024,10/28/2025
970,Hadoop,Programming,Medium,12,84,pressure Certificate,426,3/1/2022,9/12/2025
971,PowerBI,Visualization,Medium,81,80,say Certificate,155,7/11/2022,3/13/2025
972,Python,Cloud,Medium,39,410,account Certificate,448,1/20/2022,5/15/2025
973,Hadoop,Cloud,Hard,65,64,trip Certificate,390,11/30/2021,3/21/2025
974,Python,Cloud,Easy,45,318,hour Certificate,357,7/15/2022,2/17/2025
975,Deep Learning,Statistics,Easy,48,24,step Certificate,460,11/26/2024,2/7/2025
976,Kubernetes,Machine Learning,Medium,16,434,some Certificate,386,11/29/2021,11/30/2025
977,GCP,Cloud,Medium,19,86,environmental Certificate,319,3/1/2023,12/13/2024
978,Kubernetes,Data Engineering,Hard,59,490,executive Certificate,382,11/20/2023,6/18/2025
979,Data Modeling,Visualization,Hard,44,402,lot Certificate,284,12/17/2022,6/20/2025
980,GCP,Statistics,Hard,22,87,may Certificate,348,5/7/2022,2/1/2025
981,Docker,Programming,Hard,47,173,off Certificate,434,9/29/2022,4/14/2025
982,GCP,Cloud,Medium,55,97,majority Certificate,472,3/3/2024,9/5/2025
983,Data Modeling,Visualization,Medium,84,489,actually Certificate,265,8/11/2024,12/3/2025
984,Docker,Statistics,Easy,49,82,blue Certificate,22,5/10/2021,9/22/2025
985,Hadoop,Visualization,Easy,52,254,year Certificate,492,11/12/2021,10/4/2025
986,Data Modeling,Programming,Hard,55,418,kid Certificate,158,1/27/2023,8/26/2025
987,Docker,Visualization,Medium,89,42,technology Certificate,127,3/27/2022,12/26/2024
988,Tableau,Statistics,Hard,94,49,anyone Certificate,477,6/20/2022,12/23/2024
989,Data Modeling,Machine Learning,Hard,73,499,decide Certificate,397,7/28/2023,2/17/2025
990,Machine Learning,Visualization,Hard,61,484,others Certificate,21,2/27/2022,8/1/2025
991,Docker,Statistics,Medium,88,149,particularly Certificate,370,4/17/2021,10/3/2025
992,Data Modeling,Cloud,Easy,34,289,difference Certificate,106,7/31/2023,6/28/2025
993,NLP,Visualization,Medium,65,315,difference Certificate,74,9/11/2024,9/13/2025
994,Hadoop,Programming,Easy,85,498,six Certificate,254,5/5/2024,4/15/2025
995,Azure,Data Engineering,Easy,17,3,culture Certificate,33,1/14/2023,6/24/2025
996,Python,Machine Learning,Easy,68,480,fly Certificate,425,7/20/2024,2/26/2025
997,Azure,Programming,Medium,93,490,idea Certificate,180,8/27/2023,8/20/2025
998,Deep Learning,Cloud,Medium,51,59,not Certificate,80,7/1/2022,4/15/2025
999,Docker,Machine Learning,Hard,39,367,north Certificate,246,12/6/2022,4/4/2025
1000,Spark,Visualization,Easy,39,360,low Certificate,357,7/6/2024,7/21/2025
1001,AWS,Cloud,Easy,60,376,keep Certificate,4,11/14/2023,12/24/2024
1002,GCP,Cloud,Hard,44,61,necessary Certificate,312,7/29/2023,4/13/2025
1003,Docker,Cloud,Hard,74,78,behind Certificate,441,3/10/2021,2/22/2025
1004,Hadoop,Statistics,Hard,81,485,identify Certificate,346,4/18/2022,1/21/2025
1005,Kubernetes,Visualization,Hard,21,44,foreign Certificate,220,2/28/2022,6/26/2025
1006,Hadoop,Statistics,Hard,83,94,who Certificate,393,8/16/2022,9/2/2025
1007,Deep Learning,Programming,Medium,34,425,number Certificate,427,7/25/2021,3/19/2025
1008,AWS,Statistics,Easy,43,390,these Certificate,368,3/24/2023,10/25/2025
1009,Machine Learning,Visualization,Hard,66,283,bring Certificate,178,11/28/2023,5/24/2025
1010,Hadoop,Machine Learning,Hard,53,368,year Certificate,78,9/25/2021,9/18/2025
1011,Kubernetes,Visualization,Hard,82,446,wrong Certificate,312,10/5/2021,8/30/2025
1012,Deep Learning,Visualization,Hard,30,137,may Certificate,256,6/5/2021,6/5/2025
1013,Spark,Visualization,Medium,50,306,fast Certificate,184,4/27/2022,4/19/2025
1014,Deep Learning,Data Engineering,Hard,35,475,animal Certificate,200,11/24/2022,12/21/2024
1015,Deep Learning,Statistics,Hard,71,171,rest Certificate,484,2/24/2021,6/14/2025
1016,Machine Learning,Cloud,Medium,60,166,house Certificate,265,12/26/2023,9/24/2025
1017,Docker,Machine Learning,Medium,24,283,parent Certificate,491,1/22/2024,9/26/2025
1018,Azure,Programming,Medium,1,109,notice Certificate,420,12/13/2023,7/23/2025
1019,Docker,Statistics,Easy,2,354,buy Certificate,311,10/22/2023,6/28/2025
1020,NLP,Programming,Medium,38,211,hear Certificate,378,5/12/2022,9/11/2025
1021,Machine Learning,Statistics,Medium,66,31,admit Certificate,231,4/22/2023,11/8/2025
1022,Deep Learning,Cloud,Medium,46,71,necessary Certificate,240,7/2/2021,3/1/2025
1023,NLP,Cloud,Easy,65,66,yard Certificate,252,3/1/2021,8/11/2025
1024,Tableau,Data Engineering,Medium,52,304,read Certificate,239,7/13/2021,11/15/2025
1025,Spark,Visualization,Hard,46,420,Mr Certificate,496,10/22/2024,11/21/2025
1026,PowerBI,Programming,Easy,53,4,political Certificate,94,2/19/2022,2/6/2025
1027,AWS,Statistics,Hard,70,365,fall Certificate,326,1/8/2022,6/13/2025
1028,Data Modeling,Data Engineering,Easy,76,482,expert Certificate,108,9/27/2024,7/9/2025
1029,NLP,Data Engineering,Medium,8,75,maintain Certificate,43,12/8/2022,7/9/2025
1030,Machine Learning,Visualization,Hard,46,242,kid Certificate,157,2/29/2024,9/25/2025
1031,Python,Visualization,Easy,57,288,enough Certificate,374,11/8/2021,8/7/2025
1032,Machine Learning,Data Engineering,Medium,72,323,watch Certificate,4,3/27/2021,5/8/2025
1033,PowerBI,Machine Learning,Hard,78,290,international Certificate,358,6/16/2024,8/17/2025
1034,NLP,Data Engineering,Medium,30,120,smile Certificate,342,12/16/2021,10/18/2025
1035,Azure,Visualization,Hard,14,409,set Certificate,366,6/18/2023,1/22/2025
1036,PowerBI,Programming,Hard,98,151,contain Certificate,488,12/27/2023,2/20/2025
1037,GCP,Cloud,Medium,88,290,half Certificate,399,9/3/2023,4/12/2025
1038,Tableau,Data Engineering,Easy,94,314,heart Certificate,246,1/11/2022,9/18/2025
1039,Kubernetes,Programming,Hard,11,437,create Certificate,153,7/9/2022,7/8/2025
1040,NLP,Programming,Hard,34,332,later Certificate,481,9/5/2022,5/14/2025
1041,PowerBI,Programming,Hard,91,64,use Certificate,31,12/8/2023,6/8/2025
1042,SQL,Cloud,Easy,72,332,parent Certificate,49,6/8/2022,7/3/2025
1043,Spark,Machine Learning,Medium,21,131,cell Certificate,491,8/30/2022,7/6/2025
1044,Azure,Visualization,Hard,55,106,modern Certificate,221,6/8/2024,3/7/2025
1045,Tableau,Cloud,Easy,29,423,southern Certificate,203,8/26/2023,7/11/2025
1046,Hadoop,Data Engineering,Easy,25,57,teach Certificate,246,8/21/2022,8/29/2025
1047,Data Modeling,Cloud,Hard,38,441,fish Certificate,165,11/16/2024,11/7/2025
1048,Kubernetes,Data Engineering,Hard,55,464,upon Certificate,117,7/17/2024,1/28/2025
1049,NLP,Machine Learning,Medium,95,482,money Certificate,64,12/16/2020,11/5/2025
1050,Kubernetes,Visualization,Easy,74,161,society Certificate,383,2/1/2021,12/24/2024
1051,NLP,Data Engineering,Easy,44,393,need Certificate,95,2/18/2024,6/2/2025
1052,NLP,Cloud,Hard,80,381,election Certificate,324,9/12/2023,5/6/2025
1053,Machine Learning,Visualization,Hard,47,276,present Certificate,319,6/5/2021,7/13/2025
1054,GCP,Cloud,Easy,57,27,seem Certificate,75,10/17/2023,4/23/2025
1055,Docker,Programming,Medium,20,383,here Certificate,449,3/27/2024,11/5/2025
1056,AWS,Visualization,Easy,3,136,explain Certificate,150,9/12/2022,1/5/2025
1057,Python,Statistics,Hard,93,6,mouth Certificate,25,5/18/2021,8/24/2025
1058,Tableau,Visualization,Easy,78,195,trade Certificate,354,5/14/2024,8/13/2025
1059,AWS,Programming,Easy,79,63,assume Certificate,134,3/27/2022,5/1/2025
1060,GCP,Visualization,Medium,21,338,wall Certificate,50,8/28/2021,5/12/2025
1061,Tableau,Visualization,Hard,87,51,because Certificate,174,8/10/2021,9/1/2025
1062,Hadoop,Machine Learning,Hard,54,115,also Certificate,487,2/8/2021,9/30/2025
1063,Data Modeling,Machine Learning,Easy,42,448,establish Certificate,21,10/10/2024,11/26/2025
1064,GCP,Visualization,Easy,81,348,above Certificate,26,12/12/2020,7/25/2025
1065,Docker,Cloud,Easy,29,6,enough Certificate,88,1/17/2021,7/14/2025
1066,Hadoop,Data Engineering,Medium,83,495,buy Certificate,411,5/11/2022,12/11/2024
1067,NLP,Visualization,Hard,19,155,pull Certificate,302,4/8/2024,2/11/2025
1068,Spark,Statistics,Easy,12,80,short Certificate,108,7/12/2023,11/27/2025
1069,SQL,Cloud,Easy,46,320,age Certificate,413,1/20/2021,3/31/2025
1070,GCP,Programming,Easy,81,479,enjoy Certificate,296,9/4/2022,1/6/2025
1071,Deep Learning,Data Engineering,Hard,69,118,many Certificate,218,6/16/2023,3/27/2025
1072,Hadoop,Cloud,Easy,56,435,executive Certificate,160,2/22/2023,7/21/2025
1073,Docker,Statistics,Easy,88,37,box Certificate,219,12/12/2023,7/30/2025
1074,SQL,Statistics,Easy,84,43,probably Certificate,405,1/13/2023,11/22/2025
1075,Kubernetes,Cloud,Easy,85,154,fight Certificate,246,6/16/2021,1/23/2025
1076,Tableau,Cloud,Easy,29,405,add Certificate,392,1/13/2023,5/26/2025
1077,SQL,Visualization,Easy,79,271,although Certificate,360,3/6/2023,10/7/2025
1078,NLP,Visualization,Hard,68,39,paper Certificate,496,8/9/2023,3/12/2025
1079,Docker,Data Engineering,Easy,26,226,return Certificate,108,4/10/2022,12/20/2024
1080,SQL,Statistics,Easy,99,439,Republican Certificate,158,9/17/2021,10/8/2025
1081,Spark,Visualization,Medium,37,124,letter Certificate,396,3/8/2023,5/1/2025
1082,SQL,Machine Learning,Hard,79,284,green Certificate,235,5/22/2023,11/5/2025
1083,Kubernetes,Cloud,Medium,28,181,candidate Certificate,239,5/31/2021,9/24/2025
1084,Data Modeling,Statistics,Medium,65,239,firm Certificate,128,3/24/2024,10/6/2025
1085,Deep Learning,Programming,Easy,75,360,nature Certificate,68,2/9/2024,10/29/2025
1086,Data Modeling,Machine Learning,Easy,28,109,approach Certificate,252,1/21/2022,3/2/2025
1087,SQL,Visualization,Medium,54,434,ball Certificate,126,9/12/2024,3/9/2025
1088,AWS,Statistics,Medium,74,22,production Certificate,158,2/7/2024,11/14/2025
1089,Data Modeling,Statistics,Medium,71,303,unit Certificate,121,10/17/2024,4/5/2025
1090,GCP,Data Engineering,Easy,61,488,provide Certificate,449,3/18/2022,12/24/2024
1091,Data Modeling,Machine Learning,Hard,80,348,teach Certificate,81,1/9/2021,8/14/2025
1092,SQL,Statistics,Hard,48,23,computer Certificate,386,12/4/2022,4/5/2025
1093,AWS,Machine Learning,Hard,79,9,cost Certificate,381,11/24/2022,7/2/2025
1094,Deep Learning,Visualization,Medium,44,106,response Certificate,213,2/18/2024,11/10/2025
1095,Machine Learning,Cloud,Easy,92,165,deep Certificate,298,5/27/2024,7/8/2025
1096,PowerBI,Cloud,Hard,35,233,grow Certificate,263,1/29/2022,1/22/2025
1097,Tableau,Data Engineering,Easy,93,352,long Certificate,277,6/27/2021,7/25/2025
1098,NLP,Machine Learning,Medium,95,83,participant Certificate,282,6/21/2023,10/6/2025
1099,Data Modeling,Statistics,Hard,77,195,author Certificate,114,2/11/2021,1/24/2025
1100,Data Modeling,Visualization,Hard,99,303,PM Certificate,336,10/23/2021,8/5/2025
1101,Hadoop,Visualization,Hard,29,211,recognize Certificate,418,8/3/2023,8/10/2025
1102,SQL,Programming,Medium,82,329,sense Certificate,9,11/10/2021,10/9/2025
1103,Kubernetes,Visualization,Medium,88,144,out Certificate,140,7/26/2024,4/20/2025
1104,AWS,Visualization,Hard,64,119,smile Certificate,440,8/8/2024,11/27/2025
1105,Data Modeling,Data Engineering,Medium,95,458,agree Certificate,122,8/17/2023,11/8/2025
1106,Kubernetes,Programming,Hard,9,281,form Certificate,82,12/12/2021,5/27/2025
1107,Azure,Programming,Easy,55,392,mind Certificate,98,10/19/2023,9/14/2025
1108,Docker,Visualization,Medium,100,351,political Certificate,291,11/17/2023,12/25/2024
1109,AWS,Data Engineering,Hard,41,123,yeah Certificate,440,12/11/2023,1/3/2025
1110,Azure,Visualization,Medium,56,342,occur Certificate,192,8/8/2023,8/15/2025
1111,Hadoop,Statistics,Hard,88,146,appear Certificate,213,1/6/2024,5/7/2025
1112,Tableau,Visualization,Medium,27,175,training Certificate,422,3/4/2024,9/23/2025
1113,Deep Learning,Data Engineering,Hard,33,109,indeed Certificate,127,1/22/2022,8/19/2025
1114,Spark,Data Engineering,Hard,97,467,quickly Certificate,157,3/24/2021,12/24/2024
1115,GCP,Statistics,Medium,62,374,include Certificate,70,4/5/2022,3/7/2025
1116,Kubernetes,Programming,Easy,86,109,simply Certificate,54,3/31/2021,4/26/2025
1117,Tableau,Programming,Hard,9,162,travel Certificate,365,9/17/2024,10/17/2025
1118,Azure,Machine Learning,Hard,5,157,news Certificate,489,8/17/2022,1/25/2025
1119,PowerBI,Cloud,Easy,77,180,around Certificate,488,12/30/2022,4/1/2025
1120,AWS,Cloud,Medium,1,233,business Certificate,321,4/26/2023,9/27/2025
1121,Hadoop,Statistics,Hard,61,53,someone Certificate,380,7/8/2021,9/15/2025
1122,Python,Data Engineering,Easy,26,273,test Certificate,384,1/7/2024,12/13/2024
1123,SQL,Data Engineering,Medium,20,174,star Certificate,289,1/9/2022,6/19/2025
1124,Data Modeling,Cloud,Hard,11,83,safe Certificate,23,4/5/2023,1/18/2025
1125,Deep Learning,Machine Learning,Easy,55,47,skill Certificate,192,9/13/2023,2/28/2025
1126,Machine Learning,Programming,Easy,50,281,organization Certificate,159,5/21/2022,1/13/2025
1127,AWS,Visualization,Easy,88,238,magazine Certificate,441,10/31/2023,12/3/2025
1128,Tableau,Programming,Medium,92,352,poor Certificate,475,5/27/2021,3/26/2025
1129,NLP,Data Engineering,Easy,40,332,sort Certificate,72,12/27/2021,7/13/2025
1130,Deep Learning,Statistics,Easy,41,234,task Certificate,415,5/28/2021,4/17/2025
1131,Spark,Data Engineering,Medium,25,309,start Certificate,492,3/28/2022,9/1/2025
1132,Spark,Statistics,Hard,40,186,house Certificate,17,8/16/2022,8/22/2025
1133,Hadoop,Statistics,Medium,94,409,million Certificate,209,5/21/2023,9/6/2025
1134,Tableau,Programming,Easy,73,213,family Certificate,6,5/5/2021,7/2/2025
1135,Hadoop,Cloud,Hard,29,246,country Certificate,302,7/28/2024,6/18/2025
1136,Python,Cloud,Hard,9,459,what Certificate,407,11/14/2022,5/1/2025
1137,Docker,Cloud,Easy,37,89,region Certificate,228,2/21/2021,4/16/2025
1138,Data Modeling,Machine Learning,Easy,3,236,have Certificate,185,2/2/2024,2/5/2025
1139,Docker,Machine Learning,Medium,31,337,others Certificate,60,5/22/2023,2/11/2025
1140,Docker,Data Engineering,Hard,20,323,feel Certificate,398,12/30/2021,4/29/2025
1141,Python,Programming,Medium,92,139,interest Certificate,201,11/29/2021,6/24/2025
1142,SQL,Visualization,Hard,57,274,practice Certificate,441,6/21/2024,5/21/2025
1143,Tableau,Visualization,Hard,73,227,hair Certificate,18,1/13/2024,2/21/2025
1144,Machine Learning,Cloud,Hard,56,37,later Certificate,246,11/23/2023,3/12/2025
1145,Machine Learning,Statistics,Hard,37,240,safe Certificate,417,4/28/2021,8/21/2025
1146,Python,Cloud,Medium,51,314,hour Certificate,149,3/6/2022,8/30/2025
1147,Deep Learning,Programming,Easy,89,254,believe Certificate,202,6/3/2022,6/26/2025
1148,Python,Visualization,Easy,58,35,remain Certificate,147,10/28/2024,2/11/2025
1149,Tableau,Visualization,Medium,70,424,try Certificate,138,8/26/2021,2/19/2025
1150,Docker,Cloud,Medium,75,38,huge Certificate,382,4/12/2024,8/1/2025
1151,Hadoop,Cloud,Medium,98,251,hold Certificate,162,3/31/2024,8/25/2025
1152,Tableau,Data Engineering,Medium,95,201,ability Certificate,240,10/31/2024,11/25/2025
1153,Hadoop,Data Engineering,Hard,91,489,first Certificate,457,1/28/2023,1/30/2025
1154,Tableau,Machine Learning,Easy,74,223,Mrs Certificate,433,5/12/2021,6/24/2025
1155,Docker,Machine Learning,Hard,11,37,build Certificate,20,3/20/2023,7/13/2025
1156,Docker,Programming,Hard,33,152,analysis Certificate,300,10/30/2024,8/13/2025
1157,Machine Learning,Machine Learning,Hard,31,66,simply Certificate,258,10/14/2022,9/26/2025
1158,Data Modeling,Visualization,Easy,40,455,school Certificate,251,9/30/2021,8/12/2025
1159,Spark,Visualization,Hard,35,313,future Certificate,328,1/27/2023,6/1/2025
1160,SQL,Statistics,Hard,54,68,sell Certificate,123,1/11/2023,9/10/2025
1161,SQL,Programming,Easy,19,56,sign Certificate,219,3/5/2022,10/12/2025
1162,GCP,Statistics,Hard,63,179,time Certificate,202,10/14/2021,3/2/2025
1163,Kubernetes,Data Engineering,Hard,27,179,paper Certificate,101,2/19/2023,6/27/2025
1164,GCP,Visualization,Hard,24,149,day Certificate,227,10/3/2024,10/24/2025
1165,Deep Learning,Machine Learning,Hard,91,374,throughout Certificate,127,1/27/2022,2/24/2025
1166,PowerBI,Machine Learning,Medium,57,468,participant Certificate,300,10/9/2023,9/13/2025
1167,Docker,Statistics,Hard,75,379,western Certificate,294,8/1/2023,4/3/2025
1168,Deep Learning,Cloud,Easy,67,53,itself Certificate,305,5/24/2023,8/9/2025
1169,Azure,Cloud,Hard,43,129,per Certificate,27,3/29/2024,6/7/2025
1170,Docker,Statistics,Hard,58,263,order Certificate,176,6/23/2021,3/31/2025
1171,NLP,Machine Learning,Easy,100,319,visit Certificate,141,4/11/2023,5/19/2025
1172,Kubernetes,Machine Learning,Hard,99,346,college Certificate,200,10/18/2022,8/5/2025
1173,Deep Learning,Programming,Hard,86,267,everybody Certificate,384,10/24/2021,2/26/2025
1174,Data Modeling,Statistics,Easy,11,497,explain Certificate,235,9/23/2023,2/13/2025
1175,Tableau,Statistics,Medium,56,300,card Certificate,182,11/9/2021,4/24/2025
1176,Deep Learning,Visualization,Easy,3,141,issue Certificate,453,10/22/2021,7/10/2025
1177,AWS,Machine Learning,Medium,19,179,ahead Certificate,64,8/15/2024,4/24/2025
1178,Spark,Programming,Medium,53,190,throw Certificate,23,3/23/2021,3/4/2025
1179,Kubernetes,Data Engineering,Hard,98,149,thus Certificate,275,2/2/2024,9/6/2025
1180,Azure,Machine Learning,Medium,75,67,try Certificate,159,11/15/2024,2/20/2025
1181,Deep Learning,Statistics,Easy,16,226,time Certificate,206,6/10/2024,5/1/2025
1182,GCP,Visualization,Easy,51,252,head Certificate,225,12/28/2023,9/1/2025
1183,Hadoop,Data Engineering,Easy,75,328,board Certificate,186,2/7/2022,6/25/2025
1184,Spark,Statistics,Medium,33,296,reality Certificate,178,1/12/2023,12/25/2024
1185,Machine Learning,Visualization,Hard,33,218,sing Certificate,66,1/31/2022,9/29/2025
1186,SQL,Programming,Medium,25,129,raise Certificate,325,5/7/2023,8/30/2025
1187,Kubernetes,Cloud,Hard,63,193,far Certificate,337,4/14/2023,4/25/2025
1188,Python,Machine Learning,Medium,77,89,key Certificate,354,10/22/2024,2/16/2025
1189,AWS,Data Engineering,Easy,28,222,response Certificate,270,12/25/2023,1/1/2025
1190,Hadoop,Programming,Medium,67,212,school Certificate,183,1/14/2022,10/24/2025
1191,Kubernetes,Data Engineering,Medium,27,444,live Certificate,187,3/29/2021,2/21/2025
1192,AWS,Machine Learning,Hard,75,145,left Certificate,48,1/31/2021,1/9/2025
1193,Spark,Statistics,Easy,93,147,key Certificate,88,8/11/2021,2/22/2025
1194,Machine Learning,Programming,Medium,42,230,baby Certificate,426,1/18/2021,10/4/2025
1195,Deep Learning,Machine Learning,Medium,44,75,smile Certificate,500,11/23/2022,3/7/2025
1196,Kubernetes,Programming,Easy,67,180,miss Certificate,154,7/14/2022,11/24/2025
1197,Python,Visualization,Hard,94,175,others Certificate,147,4/8/2022,11/24/2025
1198,AWS,Data Engineering,Hard,56,295,require Certificate,460,4/26/2021,10/8/2025
1199,Machine Learning,Machine Learning,Easy,91,140,huge Certificate,275,5/27/2022,12/19/2024
1200,Python,Cloud,Easy,76,460,mother Certificate,398,8/15/2021,8/2/2025
1201,AWS,Programming,Hard,8,417,oil Certificate,315,12/14/2023,3/29/2025
1202,Hadoop,Data Engineering,Medium,64,272,at Certificate,108,4/12/2024,1/22/2025
1203,NLP,Visualization,Easy,36,369,fast Certificate,243,2/27/2021,7/4/2025
1204,Docker,Cloud,Hard,11,411,concern Certificate,81,6/16/2022,10/9/2025
1205,Deep Learning,Statistics,Medium,87,339,develop Certificate,139,2/18/2022,1/7/2025
1206,Docker,Programming,Easy,5,410,environment Certificate,58,5/22/2023,1/6/2025
1207,Hadoop,Cloud,Easy,47,188,list Certificate,460,10/29/2021,10/29/2025
1208,NLP,Cloud,Medium,4,453,tend Certificate,376,3/5/2022,12/18/2024
1209,NLP,Machine Learning,Easy,51,155,since Certificate,410,2/27/2021,7/25/2025
1210,NLP,Machine Learning,Easy,95,19,too Certificate,278,12/29/2023,4/15/2025
1211,Machine Learning,Data Engineering,Hard,63,245,minute Certificate,1,8/21/2022,6/22/2025
1212,Deep Learning,Cloud,Easy,84,229,its Certificate,7,8/3/2021,5/26/2025
1213,Kubernetes,Machine Learning,Medium,22,219,event Certificate,451,4/4/2023,1/26/2025
1214,Spark,Visualization,Hard,36,401,skin Certificate,235,7/15/2022,10/13/2025
1215,Docker,Machine Learning,Easy,72,351,trip Certificate,402,3/1/2024,5/15/2025
1216,SQL,Cloud,Easy,81,476,whose Certificate,301,8/23/2023,10/21/2025
1217,Deep Learning,Data Engineering,Easy,81,302,industry Certificate,72,10/6/2023,5/11/2025
1218,Kubernetes,Cloud,Hard,14,230,commercial Certificate,111,6/14/2021,9/10/2025
1219,Docker,Cloud,Medium,29,85,your Certificate,49,12/18/2020,3/8/2025
1220,Kubernetes,Visualization,Hard,98,263,picture Certificate,192,5/24/2024,7/25/2025
1221,Machine Learning,Cloud,Hard,49,3,adult Certificate,417,8/12/2021,11/16/2025
1222,Kubernetes,Data Engineering,Medium,48,102,natural Certificate,45,4/12/2021,7/4/2025
1223,GCP,Data Engineering,Hard,33,413,because Certificate,237,9/4/2024,9/4/2025
1224,Azure,Visualization,Medium,86,199,sing Certificate,412,5/13/2021,5/27/2025
1225,Hadoop,Machine Learning,Easy,12,321,shake Certificate,178,1/12/2023,12/29/2024
1226,Hadoop,Visualization,Hard,29,266,while Certificate,368,12/7/2023,6/13/2025
1227,Hadoop,Machine Learning,Hard,82,8,occur Certificate,229,9/30/2022,8/18/2025
1228,AWS,Cloud,Easy,79,430,painting Certificate,72,7/6/2021,6/25/2025
1229,Machine Learning,Data Engineering,Easy,77,104,cover Certificate,154,9/14/2021,6/7/2025
1230,Kubernetes,Programming,Easy,49,197,city Certificate,84,3/25/2024,10/28/2025
1231,Docker,Cloud,Easy,62,43,sound Certificate,312,2/24/2024,10/7/2025
1232,GCP,Machine Learning,Hard,93,357,south Certificate,139,2/27/2024,4/27/2025
1233,AWS,Statistics,Medium,2,87,store Certificate,47,8/31/2022,1/9/2025
1234,Spark,Cloud,Easy,52,438,increase Certificate,254,6/28/2021,6/13/2025
1235,Spark,Statistics,Easy,53,397,focus Certificate,438,5/6/2021,12/12/2024
1236,Tableau,Cloud,Easy,64,21,nature Certificate,274,7/15/2024,12/1/2025
1237,Python,Data Engineering,Hard,9,418,term Certificate,437,8/6/2021,11/5/2025
1238,Hadoop,Programming,Easy,35,80,concern Certificate,128,4/9/2023,7/9/2025
1239,Data Modeling,Programming,Hard,27,472,let Certificate,457,10/13/2022,6/30/2025
1240,Spark,Programming,Hard,18,3,plan Certificate,287,7/21/2022,9/12/2025
1241,SQL,Programming,Easy,3,292,discussion Certificate,398,2/28/2024,6/20/2025
1242,Spark,Visualization,Medium,84,410,early Certificate,307,12/20/2022,11/10/2025
1243,Tableau,Visualization,Medium,42,97,real Certificate,110,5/3/2023,9/18/2025
1244,Hadoop,Visualization,Easy,15,218,possible Certificate,370,9/14/2022,3/21/2025
1245,GCP,Visualization,Medium,61,185,feeling Certificate,418,1/26/2024,12/3/2025
1246,Deep Learning,Machine Learning,Easy,64,415,face Certificate,166,6/23/2024,8/8/2025
1247,Python,Data Engineering,Medium,16,203,fire Certificate,411,12/9/2022,4/16/2025
1248,Python,Machine Learning,Hard,27,93,at Certificate,444,3/8/2023,4/3/2025
1249,Python,Visualization,Easy,5,379,contain Certificate,45,4/15/2022,10/4/2025
1250,Kubernetes,Statistics,Medium,41,170,teach Certificate,459,12/22/2021,9/16/2025
1251,Docker,Data Engineering,Medium,11,317,successful Certificate,461,10/3/2024,5/29/2025
1252,Spark,Cloud,Medium,83,260,magazine Certificate,326,9/7/2022,9/13/2025
1253,Spark,Statistics,Medium,19,327,audience Certificate,400,12/17/2022,11/7/2025
1254,Docker,Data Engineering,Medium,6,486,including Certificate,60,8/4/2022,1/19/2025
1255,Hadoop,Cloud,Medium,86,43,experience Certificate,314,5/13/2023,4/19/2025
1256,AWS,Visualization,Easy,94,135,certainly Certificate,36,2/8/2021,3/7/2025
1257,SQL,Programming,Hard,87,226,who Certificate,396,9/26/2023,7/5/2025
1258,Tableau,Cloud,Medium,76,72,realize Certificate,167,12/30/2020,9/30/2025
1259,GCP,Cloud,Easy,33,303,here Certificate,96,4/23/2023,7/3/2025
1260,Hadoop,Cloud,Hard,96,41,vote Certificate,169,10/20/2024,8/1/2025
1261,Deep Learning,Data Engineering,Easy,67,395,interview Certificate,0,5/21/2024,4/6/2025
1262,Python,Programming,Medium,9,299,kid Certificate,283,4/14/2021,10/5/2025
1263,PowerBI,Data Engineering,Hard,100,477,down Certificate,243,2/7/2022,11/23/2025
1264,Data Modeling,Programming,Medium,27,20,staff Certificate,468,6/15/2021,5/26/2025
1265,Tableau,Machine Learning,Easy,5,308,pressure Certificate,385,4/19/2023,7/21/2025
1266,Kubernetes,Statistics,Hard,98,67,his Certificate,357,6/8/2023,6/10/2025
1267,Machine Learning,Machine Learning,Medium,40,222,nothing Certificate,168,3/11/2024,11/12/2025
1268,Machine Learning,Machine Learning,Hard,5,149,run Certificate,129,7/14/2024,1/18/2025
1269,NLP,Cloud,Easy,71,469,quite Certificate,340,9/8/2021,2/12/2025
1270,AWS,Cloud,Medium,77,264,politics Certificate,436,7/16/2022,4/18/2025
1271,Deep Learning,Data Engineering,Hard,8,44,person Certificate,148,6/20/2022,3/4/2025
1272,PowerBI,Programming,Hard,7,398,region Certificate,51,1/19/2022,11/14/2025
1273,Tableau,Cloud,Medium,40,318,agent Certificate,167,9/10/2021,5/5/2025
1274,Python,Cloud,Medium,1,264,out Certificate,491,12/24/2022,3/27/2025
1275,PowerBI,Programming,Easy,28,326,hot Certificate,427,1/12/2023,12/21/2024
1276,NLP,Programming,Medium,96,463,fund Certificate,171,6/4/2021,4/26/2025
1277,Kubernetes,Visualization,Medium,71,142,among Certificate,216,4/23/2024,8/20/2025
1278,NLP,Cloud,Hard,52,76,industry Certificate,249,8/26/2023,5/1/2025
1279,Hadoop,Programming,Easy,39,412,entire Certificate,53,11/28/2022,4/25/2025
1280,Data Modeling,Visualization,Easy,67,418,certainly Certificate,60,4/21/2021,10/17/2025
1281,Machine Learning,Machine Learning,Easy,31,422,paper Certificate,464,7/21/2021,12/30/2024
1282,Docker,Visualization,Hard,96,229,support Certificate,388,3/25/2021,7/26/2025
